"FailureID","Loco","Date","Equipment","FailureDescription","AssignedLabel","Confidence","Reason","FailureSummary"
"4273861","33687","12/06/2024","Traction Motor G9P7","Misc","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Misc; 21:02 FIRST INFORMATION FROM LP THAT TB-2 GET ISOLATED WITH MESSAGE F0301P1 BETWEEN USRA-JKT. 21:33 TRAIN RET ARRIVAL & MCE/BATT. OFF/ON. 21:42 AFTER TRAIN START AGAIN TB-2 GOT ISOLATED. 22:20 MEMO GIVEN TO DY GOODS FOR LIGHT LOAD HOME SHED. 00:10 33687 VTA ATTACHED ON MSIB. 02:05 TRAIN NO. MSIB GDA H/O. During shed investigation, copper strip piece found in Traction Motor and same was touching with TM stator stamping and coil due to which insulation resistance (IR) of all 3-phases became "
"4273800","38667","12/06/2024","Traction Motor G9P7","Speed Sensor defective (Jacquet/ABB)  (Reqd. to add in Speed Sensor)","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed Sensor defective (Jacquet/ABB)  (Reqd. to add in Speed Sensor); LP reported at 21:45 hrs that LP CTO at 20:10 hrs GAYA Line No. - 05 and depart at 20:55 hrs. Train stopped at 21:10 hrs after passing 03 OHE mast due to when LP taken throttle for traction then speed not increases more than 02 KMPH & loco vibrates. LP put MCE + BA off & on but loco not normal then LP put switch-152 on '1' position but loco not normal. Then LP depart at 21:18 hrs with 02 KMPH speed and arrived at Sig no 58 on "
"4267084","43342","09/06/2024","Traction Motor G9P7","","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","; Train No-13484 (BTI-BLGT FARAKKA EXP) was taken over ex KIUL at 00.38 hrs (28' Late). Train arrived at MLDT PF No-04 at 06.34 hrs. After sometimes, NFR(MLDA) Lobby informed that BLGT end CBC coupling was not opening due to CRO. Neither TLC/DNR nor I/C Crews gave any prior information to TLC/MLDT. TLC/MLDT immediately informed CLI/MLDT N.Chowdhury & TXR/Staff for attending this matter. In the meantime, TLC/MLDT contacted to TLC/KIR for allowing this loco, but TLC/KIR Ashish Kumar refused to acc"
"4265801","37481","08/06/2024","Traction Motor G9P7","Misc","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Misc; Train A/PNME at 20.37 and L/PNME at 20.39 but Just after departure message given Disturbance in Converture-2 FO301P1 and Bogie-2 Isolate. Due to no Stoppage between PNME-GAYA LP Could Not Put MCE OFF/ON. LP also talked with CLI. Train Pass MPO at 22.34. Note:-TLC/DHN inform to TLC/DDU to check the Loco at GAYA. As per above observation it was concluded that on run Traction Bogie2 permanently isolated and Loco run with half Traction due to TM6 was dead bonded.  Misc"
"4264915","39119","08/06/2024","Traction Motor G9P7","DE side  winding flashed","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","DE side  winding flashed; 1.At 09:00 hrs train departed from NTV. 2.At 09:23 hrs train arrived at LIR line no-1. 3.At 09:30 hrs LP informed after arrival at LIR he found smoke coming from traction motor no-2 gear case. 4.At 09:31 PNL counseled to LP to releasing of brake block and free movement of wheels & also advised to check axle box temperature. 5.At 09:35 hrs informed that brake blocks are released, wheels are moving freely and axle box temperature is normal. 6.At 09:37 hrs failure memo ser"
"4264866","31073","08/06/2024","Traction Motor G9P7","Pinion shaft broken","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","Pinion shaft broken; Attended in INV Section jobcard 032 during loco 22582 visit for IA on Jul 21 2024  7:39PM. Loco earlier failed on 20.05.24. Loco arrived shed on 11.06.2024 , checked & found TR BG-1 isolate due to fault    SLG1- Temp. difference motors Bg 1 > Lm    ASC1- Error tachogenerator 2    FLG1- SS02 TR BG1 off    Further check TM 1,2,3 , found TM2 pinion parted .   Hence TM2 changed .  Pinion shaft broken"
"4264735","31534","08/06/2024","Traction Motor G9P7","Element Defective/Ground","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Element Defective/Ground; LOCO WORKING 5 TM. As per LP reported , Loco while working train no. MSPC load 59=59=5100T ,stop through signal BTBR HOME SIGNAL  since LP experienced fault F0506P2 MOTOR3 BG2 ISOLATE ,BPFA glow  without DJ tripping. Further checked TM4 temperature showing 250degree & other TM'S temperature shows normal . Hence TM4 isolate & loco directed 05TM towards H/shed . Loco on arrival checked & found all TM temperature shown between 44-48 degree  celsius, normal. DDS data checke"
"4264469","30583","07/06/2024","Traction Motor G9P7","","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","; As per helpline instrction LP reset twice TCU MCB, when again tripped helpline refuse to reset and arranged CLI/BAY to check the loco even CLI contacted helpline but refuse to reset and advice to work with only 6 traction motors Loco arrived to ELS/LGD on 08.06.24 in working condition with TM-2 isolation. Loco was examined and from the DDS, it was observed that during the occurence time, fault messages “LIC1/2 :Earth Fault  Level -1at T/F or TM Side, LIC1/2 :Earth fault Level 2 DCL Positive si"
"4258376","30632","04/06/2024","Traction Motor G9P7","","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","; Crew given as per availability due to more AC+DSL division holding i.e ( AC 168 + 39 DSL) AGAINST (55 AC+ 45 DSL), This is resulting in an acute position of crew. 6 crew have completed 12 hours working, 39 sectional relief given and 335 Crew were booked for trains. 3. Enroute crew change cases are becoming more as trains are not reaching the crew change point with in stipulated duty hours because of precedence to coaching trains. In order to strictly comply 12 hours duty as per board instructi"
"4252808","31038","01/06/2024","Traction Motor G9P7","NDE side winding flashed","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","NDE side winding flashed; FP CLI Md M. Alam reported at 23:38 hrs that loco 31038 Tr. Bogie-1 isolate Ex SSM. When starting Ex SSM MCE+HBA off & on but loco not normal. As per Dy/G/CNL train arrived SSM at 23:20 hrs, S/L at 23:26 hrs but not started due to loco trouble, Sig Put back at 23:28 hrs. As per CLI after start ex SSM at 23:26 hrs DDS message came Disturbance in converter-1: Bogie-1 isolate, FLG10094- SS02+ F0201P1 & throttle not responded, manually MCB 127.1/1 trip + Switch no 194.1 on "
"4251761","33687","01/06/2024","Traction Motor G9P7","Speed Sensor Defective (ARC)  (Reqd. to add in Speed Sensor)","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed Sensor Defective (ARC)  (Reqd. to add in Speed Sensor); TM6 ISO EX SCR, STS AT KSWR FOR BANKAR LOCO Four out of eight bolts of air duct bellow connections found worked out and missing due to which air got leaked from bellow connection bolts. Hence, TM6 isolated and loco reported in failure.  Speed Sensor Defective (ARC)  (Reqd. to add in Speed Sensor)"
"4252246","31065","01/06/2024","Traction Motor G9P7","Speed sensor defect","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defect; In leading loco throttle stop responding.Transient fault of MCE.Loco ready after OFF/ON MCE As per reported MU loco no .31065+31361  checked at BIA F/P & reported  in leading loco 31065 TRBG1 isolate due to fault  ASC1- Ps fault storage CGP ASC1- Error PS hardware  SLG1- Speed disturbance  SLG1- BG1 wheel skidding  ASC1- ETG 1 ASC1- ETG 3 Loco directed  09TM working towards H/shed for attention . On arrival checked found during individual TM movement ,   Jerk noticed from TM"
"4249606","41199","31/05/2024","Traction Motor G9P7","","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","; Train arrived at NFK at 13:08 hrs. At, 13:33 hrs, Loco tripped with LSSIT lamp glowing and on checking found SIV internal fault. Then LP informed at 13.32 hrs and reseted SIV by reset button but not succeed. After put HBA 'Off' & 'On' & after 2 minutes energised loco. Then Loco became normal. But, again SIV internal fault occurred at 13:43 hrs, but this time problem was not rectified even though, LP made HBA 'Off/On' for 5 minutes. SIV internal fault repeatedly came & smell found from SIV. LP "
"4247443","37353","30/05/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); Resolved - Due to heat generation there was grease starvation.  The inner race rotation is evident. Due to over heating of shaft, the heat was transmitted on inner race and inner race swelled and rotated. Due to the rotation the shaft rubbing seen and inner bearing stopper rubbing seen resultant TM4 DE side Bearing seize LP reported fault F0301P1(Disturabance in converter-2) and Traction bogie -2 was isolated between AST (Asoti ) and BVH(Ballabhgargh)"
"4247217","43276","29/05/2024","Traction Motor G9P7","Speed sensor defect","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defect; Loco was checked by CLI/PND Sri Subhash Chandra and reported on checking found TM-3 was isolated condition but no remark regarding TM-3 isolation also I/C LP was did not know TM-3 was isolate condition.TM-3 was previously isolated many time remark found in Loco book and in DDS TM-3 isolation message found on date 15-05-2024, 24-05-2024 & 29-05-2024. Tried to recovered TM-3 by MCE Off/On but unsuccessful. So advised Loco will work only light load and duly attended by home she"
"4247219","33038","29/05/2024","Traction Motor G9P7","Pinion shaft broken","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","Pinion shaft broken; FINDINGS: Loco received from R div with TM-3 isolated without previous information. So after placement at JND4 loco marked TR to avoid section failure Attended in INVST Section jobcard 012 during loco 33038 visit for IA on Jun 24 2024 11:15AM. As per TLC BSP: 5TMs working.  Pinion shaft broken"
"4246013","31103","29/05/2024","Traction Motor G9P7","DE End plate loose on shaft","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE End plate loose on shaft; SM/SKN reported smoke in loco no.-31103/AQ of Train no.-12237. Train stopped at-14:26 in block section before home signal of HRPG due to Axle lock of wheel no.-01 of loco. Train 12237 passed SKN-14:20. Informed to TLC/CNL & TXR/CNL & MTS/CNL At 16:40 train backed in line 04 loop line At 17:15 EOT, P/R 17:20 At 17:25 train 12237UP departed from HRPG. As per report, loco while working in train no. 12237 ,after passing SKN section train stopped at HRPG station .LP check"
"4246039","43276","29/05/2024","Traction Motor G9P7","Speed sensor defect","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defect; Loco was checked by CLI/PND Sri Subhash Chandra and reported on checking found TM-3 was isolated condition but no remark regarding TM-3 isolation also I/C LP was did not know TM-3 was isolate condition.TM-3 was previously isolated many time remark found in Loco book and in DDS TM-3 isolation message found on date 15-05-2024, 24-05-2024 & 29-05-2024. Tried to recovered TM-3 by MCE Off/On but unsuccessful. So advised Loco will work only light load and duly attended by home she"
"4237983","32134","25/05/2024","Traction Motor G9P7","TM bearing seized","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","TM bearing seized; AFTER PASSING NEUTRAL SECTION . PENTO GRAPH SUDDEN LOWERED. MESSAGE CAME VCB STUCK UP ON POSITION AND CATENARY VOLTAGE OUT OF RANGE. TRAIN STOPPED AND MAKE MCE OFF / ON LOCO PUT RIGHT. During investigation found TM bearing seized. The reason of failure is excess heating of bearing due to either rubbing of its mating component or bearing self-defects and also Brass cage deformation lead in roller settled on Inner racer and stuck on its surface by making groove mark. This is a p"
"4235485","43634","24/05/2024","Traction Motor G9P7","Speed sensor malfunction.","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor malfunction.; AS PER LP NOTICE AT SBIYD  MESSEGE COMES CONVERTER-1 COOLENT PRESSURE BELOW AND BOGGEI-1 ISOLETED. LP CE OFF-ON THEN AFTER LOCO NORMAL.BUT ARRIVING.AT SBT AND ADI AGAIN SAME PROBLEM FACE LP AND ALSO LSP GLOWING. AS PER TSD GUIDLINE AND SSE/VTA & E/FITTER ATTEND LOCO.AS PER SSE/VTA INFORM TRACTION CONTACTOR-1 IN DISTURBANCE AND LSP GLOWING.LOCO SPEED NOT INCREASE MORE THEN 5 KMPH  AND MESSESE COMING ON DDS SS02:TRACTION BOGGIE-1 DISTURBANCE IN CNVERTOR-1.TRY TO CLOSE VC"
"4233739","33705","23/05/2024","Traction Motor G9P7","","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","; TRAIN NO - N/KYN, LOAD- 43/3830 T, PROPULSION - BT, B/SYS- KNORR'S LP NAME - MAHESH I RATHOD, BRIEF- PPIO BL LCO DEMANDED IN SHED FOR TM 1,2,3,4 CHANGING.FRESH LOCO PROVIDED AT 38255. 13:05 - DRD ARR. 13:25 - LOCO DETACHED. 13:40 - DEPARTURE (33705) 14:55 - LE 38255 ARR. 15:40 - LOCO ATTECHED ON LOAD. 15:55 - READY & DEP. 17:20 - BL ARR (33705) DISPOSAL - LOCO GIVEN IN BL SHED AT 18:00 ON DATE 23.05.24 Loco arrived at ELS/BL on dt. 24-05-24 in working condition ,this loco was demanded in shed "
"4232979","39095","22/05/2024","Traction Motor G9P7","Speed sensor displaced / loose","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor displaced / loose; Train arrived at DDU Pf-1 at 20:32 hrs without any pre infromation of defect. On arrival Dn chaser reported that Traction Bogie-1 isolated by switch 154. On duty cli R. Yadav put MCE off & on then loco normal. S/L at 20:43 hrs and train depart at 20:44 hrs but again stopped due to message given F0211P2 and again same bogie isolate. LP stopped the train at 20:45 hrs. TLC/DHN S.Das not agree to accpet loco in half traction. Hence, Fresh loco 32875/DDU offered and O/"
"4230121","39095","21/05/2024","Traction Motor G9P7","Speed sensor displaced / loose","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor displaced / loose; (EP ATTENDED BY JE SRI JAGDISH & PUT ISOLATE BOGIE-1 BY MCB 127.1/1,MCB 127.11/1 & SWITCH 154 AND MCE PUT OFF/ON GOT SUCCESS. DEP EX SITE AT 12.44) The fixation bolt of the Speed sensor of TM1 was not tightened properly on 20/05/24 which caused disturbance in the signal of the speed sensor. This has caused Loco to fail twice 21-05-24  in train no 22307  due to disturbance in signal strength of speed sensor.  Speed sensor displaced / loose"
"4229581","30346","20/05/2024","Traction Motor G9P7","","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","; Train T/O SRR’B’ at 15.20 hrs/BT. At 21.30 hrs LP informed that Bogie 2 isolated while passing MJS. Train arrived MAJN at 21.47/12” late.TLC /PGT arranged TSP staff to spot. After  CE OFF &ON, both truck in service. Starter signal cleared at 22.00 hrs But O/G LP not ready to start the train since PRC/KRCL given instruction to LP that don’t start the train without getting permission from KRCL system . To avoid punctuality of following train SM/MAJN putback the signal and starter cleared for tra"
"4227199","30507","20/05/2024","Traction Motor G9P7","Misc","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","Misc; LP INFORMED EX DDR WHILE STARTING FAULT ( F0304P-2) AND SPEED NOT INCREASE MORE THAN 5 KMPH. MCE OFF/ ON THEN LOCO BECOME TO NORMAL. TM-6 ISOLATED CONDITION DUE TO PINION IS REMOVED CONDITION. WHILE PASSING FROM BOR LOOP LINE LP INFORMED AT 01.57 HRS HE NOTICED SMOKE FROM TM-4 SO STOPPED THE TRAIN AT MAIN LINE. AS PER LP AXLE NO-4 SUSPECTED RUNNING JAM. ADVISED HIM TRAIN TO BE BACK IN LOOP. TRAIN BACK IN LOOP LINE AT.02.02 HRS. RELIEF LOCO DEMAND AT 01.58 HRS. LOCO NO. Suspected due to end"
"4223199","37491","17/05/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); TRAIN NO. 12951 LOAD – 21/42 – 1050T WKG CAB - 2 LP – ARUN KUMAR SINGH (BDTS) BUR – MEDHA SR – MEDHA BRAKE TYPE – E-70 BRIEF - 17:28 HRS – DY. PUNCTUALITY INFORMED TO TLC THAT SMOKE FROM LOCO OF 12951. 17:36 HRS – LP INFORMED TO TLC THAT TRAIN BETWEEN  KILE – BVI AT KM NO. 32/03 DUE TO THAT TM-6 , AXLE-6  WAS JAMMED. ADVISED LP TRY TO ISOLATE BOGIE - 2 ELECTRICALLY AND PNEUMATICALLY. BUT LP INFORMED THAT BOGIE IS VIBRATING AND SMOKE FROM TM-6. 17:37 H"
"4215368","41099","13/05/2024","Traction Motor G9P7","Temperature sensor defective","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Temperature sensor defective; PT- 1 isolate  & working in same load plan to attend SWM Loco checked on 14/05/2024 at NKJ Trip shed by ELS/ NKJ staff found the TM-4 temperature sensor defective, same changed by good temperature sensor which is sent from ELS/ASN & Loco given fit. Defective Temperature sensor-                       Make- Florican enterprises.                      Serial no.- 29191, Mfg- 10/2020.  Temperature sensor defective"
"4213883","33042","12/05/2024","Traction Motor G9P7","Earth Fault in Stator winding","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","Earth Fault in Stator winding; TM-1 IR'0' in U/Sch. After dismantle found stator winding flashed. This is an out of warranty material failure case found TM-1 IR 0 Mohm due to which bogie-1 isolated.  Earth Fault in Stator winding"
"4212433","31619","11/05/2024","Traction Motor G9P7","","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","; Train L/BNF at 18.35 from L.No.- 6 and A/TKN H/S at 18.55 for L/C. After that give message convertor-2  086 earth fault in Trafo or Motor/Convt-2 103CMMA101DCUM2 feed back fault and TM-2 isolate and TM-1 all ready isolate previously. After H/S lower at 10 and train left at 19.07 and stop at TKN str. signal in through condition due to load not permissible at 19.16 and LP demanded B/PT. One M/E through pass from loop at 19.28 to L/TKN - 19.30and back report N/E at 19.41 then left 20888.         "
"4209447","31296","10/05/2024","Traction Motor G9P7","Misc./Others","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Misc./Others; At 10.56 hrs Train departure RNI and after passing neutral section suddenly one message appeared on display “Convertor 2 disturbance, LP acknowledge & train work  & train stop at 11.15 hrs at km-04/07 in between RNI-NJP due to automatic signal no-655 was ON position.  At 11.20 hrs Automatic signal no-655 taken off & LP try to re start train but train speed not more than 01 kmph & message appear on display SLG2:0049 & SLG1:0049 “SPEED DISTURBANCE” , SLG-2-0081 “ WARNING-LOCO IS CREE"
"4207365","37163","09/05/2024","Traction Motor G9P7","Speed sensor defect","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defect; Train 19045 Loco no 37163 (BL) Section – ST yard Propulsion- BT B SYS- KNORR’S WKG CAB 1 Load – 22/44 LPs- Santosh Sahoo (UDN) LPS reported at 09.40 (between SH 21- SH 13) that speed not increase more that 1 to 2 KMPH, F1901P1 massage comes. Advice to LPS made MCE off/on but not success. Fresh loco given 37383 BL at 09:45. This loco kept in ST Yard BRC side dhakka 7. Cli Sukhendra Singh send on loco 37163. As per him try by Bogie isolate one by one but not success. So again "
"4206311","43469","08/05/2024","Traction Motor G9P7","Speed sensor defect","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defect; Loco was checked and accompanied by CLI/SDL Sri Suresh Chandra and reported as per LP statement train left SDL at 04:38hrs, train stop at IBH(SDL-BDWA) for L/C, IB signal given at 04:56hrs and on gating IBH the train was started at 04:56 but after taking traction up to 200- 250KN TE automatically become zero without any fault message because of which train speed does not increased more than 1-2 KMPH, then MCE was OFF/ON by VCU then try to start but found same trouble then LP"
"4199130","32004","04/05/2024","Traction Motor G9P7","TM bearing seized","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","TM bearing seized; Attended in PPIO Section jobcard 091 during loco 33503 visit for IA on Feb 18 2025  4:25PM.   TM bearing seized"
"4192769","32441","01/05/2024","Traction Motor G9P7","","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","; Up Train Con/GZB , Loco no- 27308/DDU , LP- Uday Mahto , H/Q- BRKA Inform to TLC/BRKA at 00/25 Hrs that Long Haul Dn Train Engine Smoke Seen and also Inform to Dn Train LP through VHF. TLC/BRKA at once Inform to  DY/BRKA and SEC.CNL/BRKA.                      Dn Train  L/ Haul LP Stop the Train at km no - 196/18 at 00/27 in Between RCGT- CTQ . LP - Jitendra Kumar-4 /DDU Check the Loco no-32441/BJU (1st Part of L/Haul) and found TM-6 Heavy Smoke so LP use F/Extinguisher , and LP Put TR.Bogi-2 I"
"4190943","37118","30/04/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); At ADI TI shed siemens staff New software update, and loco cheched found normal. This loco has been checked jointly by CLI/ASH SSE/C & W and SS/ASH at ASH (Ashbaugh) station. As per their joint report Smoke was coming from traction motor no. 5.            On further checking at Gonda shed it was found that Traction motor no. 5 drive end bearing was found seized due to TM5 retaining collar came out and touch with pinion resulting axle locked. This bear"
"4186531","39208","27/04/2024","Traction Motor G9P7","DE side deflector displaced","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE side deflector displaced; 08.42 - FIR by LP. 08.37 - While approaching BBS Home signal, LP observed smoke emission from TM-1. 08.45 - BBS PF-03 arr. TRS/BBS attend and advice to loco detached and relief loco arrange. 08.50 - Relief loco demand by TLC. 09.15 - working loco 39208/GMO detached from train. 09.25 - Detach loco move to yard and kept on BBS yard. 09.52 - On hand loco 35040/WAP-5/GZB attached on train. 09.59 - HOG coupled. 10.15 - Air pressure ready. 10.16 - Train dep from BBS/PF-03."
"4184023","31032","26/04/2024","Traction Motor G9P7","Teeth Broken (Reqd. to add in 21 T Pinion)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","Teeth Broken (Reqd. to add in 21 T Pinion); LPM reported from GGC/LRU section that foul smell noticed while train was running between COO/GGC near IBS without any fault message on DDS. Train stopped at GGC for schedule hault and found that smoke coming out from gear case no/03. He checked thoroughly and isolated traction bogie/01 by MCB 127.1/1,127.11/2 and switch 154 on '1’. Checked all wheel movement and smoke found reduced so he starts train from GGC and suggested to attend at SWM by TRS staf"
"4182229","31242","25/04/2024","Traction Motor G9P7","Speed sensor defect","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defect; Loco Case- TB Isolation. LP was booked on TO from BSP and worked the train towards BMY direction. Loco had previous booking that Aux Conv-2 isolated since 21.04.2024. After passing from URK, LP experienced VCB tripped with fault message- TB-2 isolated, so stopped the train at KM NO. 825/29 at 04:33 hrs. Then LP informed to TLC/R and as per their advice, trying to rectify the trouble by switching the CE & Battery to OFF/ON, but not successfull. So LP demanded relief loco. Fur"
"4181276","32527","24/04/2024","Traction Motor G9P7","DE side  winding flashed","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","DE side  winding flashed; LPM reported from GGC/LRU section that foul smell noticed while train was running between COO/GGC near IBS without any fault message on DDS. Train stopped at GGC for schedule hault and found that smoke coming out from gear case no/03. He checked thoroughly and isolated traction bogie/01 by MCB 127.1/1,127.11/2 and switch 154 on '1’. Checked all wheel movement and smoke found reduced so he starts train from GGC and suggested to attend at SWM by TRS staff. TLC advise him "
"4178149","37271","23/04/2024","Traction Motor G9P7","Outer Labrynth Displaced/ Rubbing (Reqd. to add in Bearing)","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","Outer Labrynth Displaced/ Rubbing (Reqd. to add in Bearing); Up cyd Chaser reported at 02:32 hrs that train arrived DDU PF-8 at 02:24 hrs, while entering in PF smoke emission from loco underneath. On arrival up/cyd chaser found fire caught near wheel no-1 underneath. I/C ALP used 03 Fire Extinguisher then fire extinguished. At once loco tripped by LP, checked found all brake released condition. At 02:35 hrs advised to detach the loco and send to new shed. I/C loco 37271 detached & out at 02:50 h"
"4163493","41002","14/04/2024","Traction Motor G9P7","TM Pinion Teeth Broken","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","TM Pinion Teeth Broken; Loco on the way to ELS/VSKP,  brought up to DSI from CHE , waiting at DSI for Line clear. Axle no. 6 bull gear teeth broken.  TM Pinion Teeth Broken"
"4162501","31944","14/04/2024","Traction Motor G9P7","Speed sensor defect","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defect; As per LP, train depart ex DDU Dn cyd L-4 at 11:05 hrs. Previous booking in repair book was that sometimes throttle not responding. On approaching Sig no.-124 from 11:15 to 11:17 throttle not responded, So train stop on Red Signal, after sig lower train depart. Again after passing CDMR at 12:02 hrs throttle not responding, so LP demanded loop. Train arrived SYJ loop line at 12:13 hrs, he put MCE+BA off & on, loco becomes normal and SYJ depart at 13:04 hrs. When LP put thrott"
"4163350","33277","14/04/2024","Traction Motor G9P7","Temperature sensor defective","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Temperature sensor defective; 00:05 FIR by LP. 23:42 Train dep BAM. 23:55 LP experience between BAM-SLRD F0301P1 disturbance in traction convertor ,traction boggie-2 iso .LP clear section with same previously F0304P2 msg existing faulty motor sensor & TMU temp show 180 c. 23:58 Train arr GTA then LP OFF/ON CE loco rectify. 00:08 Train dep GTA. 00:21 Train arr SLRD. 01:00 To avoid sectional failure loco marked TR due to reputedly bogie-2 iso Loco was checked by Angul shed and found TM-6 temperatu"
